PB_IDX,LI_IDX,EX_IDX,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,TOPIC_IDX
291,1,3,91,소프트웨어 비용 추정모형(estimation models)이 아닌 것은?,,COCOMO,Putnam,Function-Point,PERT,4,"이 문제는 소프트웨어 개발 비용을 추정하는 다양한 모델 중에서,  프로젝트 일정 관리에 주로 사용되는 모델을 제외하고 소프트웨어 개발 비용을 추정하는 모델을 묻고 있습니다.  COCOMO, Putnam, Function-Point 모델은 모두 소프트웨어 개발에 필요한 시간과 자원을 예측하는 데 사용되는 대표적인 비용 추정 모델입니다.  COCOMO는 코드의 크기와 개발자의 경험 등을 고려하여 비용을 추정하고, Putnam은 개발 기간과 인력 규모를 기반으로 추정하며, Function-Point는 소프트웨어의 기능 점수를 기준으로 비용을 추정합니다. 반면 PERT(Program Evaluation and Review Technique)는 프로젝트의 일정을 계획하고 관리하는 데 사용되는 기법으로,  작업의 지속 시간과 의존 관계를 고려하여 프로젝트 완료 시점과 비용을 추정하는 데 사용되지만, 소프트웨어 비용 자체를 직접적으로 추정하는 모델은 아닙니다. 따라서 소프트웨어 비용 추정 모델이 아닌 것은 PERT입니다.  PERT는 프로젝트 일정 관리에 초점을 맞춘 기법이지, 소프트웨어 개발 비용을 직접적으로 산정하는 모델은 아니기 때문입니다.",68,47
292,1,3,92,공개키 암호화 방식에 대한 설명으로 틀린 것은?,,공개키로 암호화된 메시지는 반드시 공개키로 복호화 해야 한다.,비대칭 암호기법이라고도 한다.,대표적인 기법은 RSA 기법이 있다.,"키 분배가 용이하고, 관리해야 할 키 개수가 적다.",1,"공개키 암호화 방식은 두 개의 키, 즉 공개키와 개인키를 사용하는 암호화 방식입니다.  공개키는 누구에게나 공개해도 되지만, 개인키는 자신만 알고 있어야 합니다.  메시지를 암호화할 때는 상대방의 공개키를 사용하고, 복호화할 때는 자신의 개인키를 사용합니다.  따라서 공개키로 암호화된 메시지는 반드시 개인키로 복호화해야 합니다. 문제에서 틀린 설명은 공개키로 암호화된 메시지를 공개키로 복호화해야 한다고 주장하는 부분입니다.  이는 공개키 암호화 방식의 원리에 어긋나는 설명입니다.  나머지 설명들은 공개키 암호화 방식의 특징을 잘 나타내고 있습니다. 비대칭 암호화 기법이라는 점, RSA가 대표적인 예시라는 점, 그리고 키 분배가 용이하고 관리해야 할 키 개수가 적다는 점은 모두 공개키 암호화 방식의 장점입니다.  쉽게 말해, 자물쇠(공개키)는 누구나 가지고 있지만, 열쇠(개인키)는 나만 가지고 있어서, 자물쇠로 잠근 편지를 나만 열 수 있는 것과 같습니다.",67,54
293,1,3,93,다음이 설명하는 다중화 기술은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m93.gif,Wavelength Division Multiplexing,Frequency Division Multiplexing,Code Division Multiplexing,Time Division Multiplexing,1,"문제에서 설명하는 다중화 기술은 광섬유를 이용하여 파장이 다른 여러 개의 광신호를 동시에 전송하는 기술입니다.  마치 여러 차선의 도로를 동시에 사용하여 많은 차량을 효율적으로 이동시키는 것과 같습니다.  각 광신호는 서로 다른 파장을 가지고 있기 때문에, 서로 간섭 없이 독립적으로 전송될 수 있습니다.  이러한 특징은 빛의 파장이 서로 다르면 서로 간섭하지 않는다는 물리적 성질을 이용한 것입니다.  따라서 문제에서 제시된 설명과 가장 잘 맞는 다중화 기술은 파장 분할 다중화(Wavelength Division Multiplexing, WDM)입니다.  다른 다중화 기술들은 시간이나 주파수, 코드를 이용하여 신호를 구분하지만, 이 문제에서는 파장을 이용하는 것이 핵심입니다.  따라서 광섬유 통신에서 여러 개의 광신호를 동시에 전송하는 기술인 파장 분할 다중화가 정답입니다.",82,49
294,1,3,94,"웹페이지에 악의적인 스크립트를 포함시켜 사용자 측에서 실행되게 유도함으로써, 정보유출 등의 공격을 유발할 수 있는 취약점은?",,Ransomware,Pharming,Phishing,XSS,4,"웹페이지에 악의적인 스크립트를 삽입하여 사용자의 브라우저에서 실행시키는 공격 방식을 설명하는 문제입니다.  사용자가 악성코드가 포함된 웹페이지를 방문하면,  그 페이지에 숨겨진 악성 스크립트가 사용자의 브라우저에서 실행됩니다. 이 스크립트는 사용자의 개인정보를 훔치거나,  컴퓨터 시스템을 손상시키거나,  다른 악성 행위를 수행할 수 있습니다.  예를 들어, 사용자의 쿠키 정보를 빼내어 개인 계정에 접근하거나,  사용자의 컴퓨터에 악성 프로그램을 설치할 수 있습니다. 이러한 공격은 사용자가 웹페이지의 내용을 직접적으로 조작하지 않더라도,  단순히 웹페이지를 방문하는 것만으로도 발생할 수 있다는 점에서 매우 위험합니다.  따라서 웹페이지에 대한 보안 강화 및 악성 스크립트 차단 기술이 중요합니다.  정답은 사용자 측에서 실행되는 악성 스크립트를 통해 정보 유출 등의 공격을 유발하는 취약점을 정확하게 나타내는 용어입니다.",60,56
295,1,3,95,CBD(Component Based Development) 에 대한 설명으로 틀린 것은?,,개발 기간 단축으로 인한 생산성 향상,새로운 기능 추가가 쉬운 확장성,소프트웨어 재사용이 가능,1960년대까지 가장 많이 적용되었던 소프트웨어 개발 방법,4,"CBD(Component Based Development)는 말 그대로 구성요소(Component) 기반으로 소프트웨어를 개발하는 방법입니다.  미리 만들어 놓은 여러 개의 소프트웨어 부품(Component)들을 조립하듯이 엮어서 새로운 소프트웨어를 만드는 것이죠.  레고 블록을 조립해서 다양한 모형을 만드는 것과 비슷하다고 생각하면 이해하기 쉬울 것입니다.  따라서 개발 시간을 단축하고 생산성을 높일 수 있으며, 필요에 따라 새로운 기능을 추가하거나 변경하기도 용이합니다.  또한, 이미 만들어진 부품들을 재사용할 수 있으므로 개발 비용도 절감할 수 있습니다.  하지만 문제에서 틀렸다고 하는 내용은 CBD가 1960년대에 가장 많이 사용된 방법이라는 것입니다. CBD는 상대적으로 최근에 등장하고 활용도가 높아진 소프트웨어 개발 방법론입니다. 1960년대에는 주로 절차적 프로그래밍 방식이 주류였습니다. 따라서  CBD에 대한 설명 중 틀린 것은 1960년대에 가장 많이 적용되었다는 부분입니다.",83,6
296,1,3,96,소프트웨어 정의 데이터센터(SDDC : Software Defined Data Center)에 대한 설명으로 틀린 것은?,,"컴퓨팅, 네트워킹, 스토리지, 관리 등을 모두 소프트웨어로 정의한다.",인력 개입 없이 소프트웨어 조작만으로 자동 제어 관리한다.,데이터센터 내 모든 자원을 가상화하여 서비스한다.,특정 하드웨어 에 종속되어 특화된 업무를 서비스하기에 적합하다.,4,"소프트웨어 정의 데이터센터(SDDC)는 데이터센터의 컴퓨팅, 네트워킹, 스토리지, 관리 등의 모든 요소를 소프트웨어로 제어하고 관리하는 방식입니다.  이는 하드웨어에 대한 의존성을 줄이고, 자원을 효율적으로 관리하며, 자동화된 운영을 가능하게 합니다.  따라서 데이터센터의 모든 자원을 가상화하여 서비스하고, 인력 개입 없이 소프트웨어 조작만으로 자동 제어 및 관리하는 것이 SDDC의 핵심적인 특징입니다.  하지만 문제에서 틀린 설명으로 제시된 부분은 특정 하드웨어에 종속되어 특화된 업무를 서비스하는 데 적합하다는 것입니다.  SDDC의 목표는 오히려 하드웨어 종속성을 최소화하고, 다양한 애플리케이션과 서비스를 유연하게 지원하는 데 있습니다.  하드웨어에 종속되지 않고 소프트웨어적으로 유연하게 자원을 관리하는 것이 SDDC의 가장 큰 장점이기 때문입니다.  즉, 특정 하드웨어에 종속되는 것은 SDDC의 개념과 정반대되는 특징입니다.",64,51
297,1,3,97,컴퓨터 운영체제의 커널에 보안 기능을 추가한 것으로 운영체제의 보안상 결함으로 인하여 발생 가능한 각종 해킹으로부터 시스템을 보호하기 위하여 사용되는 것은?,,GPIB,CentOS,XSS,Secure OS,4,"컴퓨터 운영체제는 컴퓨터의 모든 하드웨어와 소프트웨어를 관리하는 중추적인 역할을 합니다.  마치 도시의 시장과 같은 존재죠.  그런데 이 운영체제에도 보안상의 허점이 있을 수 있습니다.  마치 도시에 치안의 허점이 있는 것과 같습니다.  해커들은 이러한 허점을 이용하여 시스템에 침입하고 악성코드를 심거나 중요한 정보를 훔칠 수 있습니다.  문제에서 언급하는 것은 바로 이러한 해킹으로부터 시스템을 보호하기 위해 운영체제의 핵심인 커널(도시의 중심부라고 생각하면 됩니다)에 보안 기능을 추가한 운영체제입니다.  이렇게 보안 기능이 강화된 운영체제는  ""보안 운영체제(Secure OS)""라고 부릅니다.  다른 선택지는 특정 통신규약, 리눅스 배포판, 웹 공격 기법 등으로 운영체제의 보안 강화와는 직접적인 관련이 없습니다. 따라서 운영체제의 보안 결함으로 인한 해킹으로부터 시스템을 보호하기 위해 사용되는 것은 보안 운영체제(Secure OS)입니다.",84,51
298,1,3,98,NS(Nassi-Schneiderman) chart에 대한 설명으로 거리가 먼 것은?,,논리의 기술에 중점을 둔 도형식 표현 방법이다.,"연속, 선택 및 다중 선택, 반복 등의 제어논리 구조로 표현한다.",주로 화살표를 사용하여 논리적인 제어구조로 흐름을 표현한다.,조건이 복합되어 있는 곳의 처리를 시각적으로 명확히 식별하는데 적합하다.,3,"NS 차트는 프로그램의 논리 흐름을 도형으로 표현하는 방법입니다.  쉽게 말해, 복잡한 프로그램의 동작 과정을 그림으로 나타내어 이해하기 쉽게 만드는 것이죠.  각각의 도형은 순차 처리, 조건 분기, 반복 등의 제어 구조를 나타내고, 이 도형들을 연결하여 전체 프로그램의 흐름을 보여줍니다.  따라서 논리의 기술에 중점을 두고, 연속, 선택, 반복 등의 제어 논리 구조를 도형으로 표현하는 것은 NS 차트의 핵심적인 특징입니다.  조건이 복잡한 부분도 그림으로 명확하게 표현하여 이해도를 높일 수 있습니다. 하지만 NS 차트는 주로 도형과 연결선을 사용하여 흐름을 나타내지, 화살표만을 사용하지는 않습니다.  화살표는 보조적으로 사용될 수는 있지만,  NS 차트의 핵심적인 표현 요소는 아니기 때문에 문제의 설명으로 거리가 먼 것입니다.  즉,  NS 차트는 도형을 중심으로 논리 흐름을 표현하는 것이지, 화살표를 주로 사용하는 방식이 아니라는 점이 핵심입니다.",64,3
299,1,3,99,다음 내용에 적합한 용어는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m99.gif,MapReduce,SQL,Hijacking,Logs,1,"문제에서 제시된 설명을 보면, ""대용량 데이터를 분산 처리하기 위한 목적으로 개발된 프로그래밍 모델""이라고 명시되어 있습니다.  그리고 ""Google에 의해 고안된 기술""이며 ""임의의 순서로 정렬된 데이터를 분산 처리하고 이를 다시 합치는 과정""을 거친다고 설명하고 있죠. 이러한 특징들은 바로 MapReduce의 핵심 개념을 정확하게 나타냅니다.",74,31
300,1,3,100,소프트웨어 프로세스에 대한 개선 및 능력 측정 기준에 대한 국제 표준은?,,ISO 14001,IEEE 802.5,IEEE 488,SPICE,4,"소프트웨어 프로세스의 개선 및 능력 측정 기준에 대한 국제 표준을 묻는 문제입니다.  소프트웨어 개발 과정을 효율적으로 관리하고, 개발 능력을 객관적으로 평가하기 위한 표준이 필요한데,  SPICE(Software Process Improvement and Capability dEtermination)는 바로 이러한 목적으로 만들어진 국제 표준입니다.  SPICE는 소프트웨어 개발 조직의 프로세스 성숙도를 평가하고 개선하는 데 사용되는 프레임워크로,  개발 프로세스의 다양한 측면을 평가하여 조직의 소프트웨어 개발 능력을 향상시키는 데 도움을 줍니다.  다른 선지들은 소프트웨어 개발과 직접적인 관련이 없거나, 네트워크 또는 계측 장비 관련 표준이기 때문에 정답이 될 수 없습니다.  따라서 소프트웨어 프로세스 개선과 능력 측정에 초점을 맞춘 국제 표준인 SPICE가 정답입니다.",73,47
301,1,4,1,"운영체제 분석을 위해 리눅스에서 버전을 확인하고자 할 때 사용되는 명령어는?(문제 오류로 가답안 발표시 4번으로 발표되었지만 확정답안 발표시 2, 4번이 정답처리 되었습니다. 여기서는 가답안인 4번을 누르시면 정답 처리 됩니다.)",,ls,cat,pwd,uname,4,"리눅스 운영체제의 버전을 확인하는 명령어를 묻는 문제입니다.  컴퓨터는 우리가 직접 보지 못하는 내부 정보들을 다루는데, 이러한 정보들을 확인하기 위해서는 특별한 명령어를 사용해야 합니다.  마치 컴퓨터에게 ""당신의 운영체제 버전이 무엇입니까?""라고 질문하는 것과 같습니다.  여기서 `uname` 명령어는 바로 리눅스에서 운영체제의 커널 버전, 호스트 이름, 시스템 아키텍처 등의 시스템 정보를 보여주는 명령어입니다.  다른 명령어들은 파일 목록을 보여주거나(ls), 파일 내용을 보여주거나(cat), 현재 디렉토리 경로를 보여주는(pwd) 등의 기능을 하므로 운영체제 버전 확인과는 직접적인 관련이 없습니다. 따라서 리눅스 운영체제의 버전을 확인하고자 할 때는 `uname` 명령어를 사용하는 것이 가장 적절합니다.  이는 정보처리기사 공식 교재의 리눅스 명령어 부분에서도 확인할 수 있습니다.",86,1
